subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Web Technologies & Internet / PHP,advance html,How many columns are used for grid system by bootstrap?,14,11,16,12,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
Web Technologies & Internet / PHP,advance html,What lines up the terms and descriptions in <dl> element side by side?,.list-inline,.dl-horizontal,.list-unstyled,.initialism,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
Web Technologies & Internet / PHP,advance html,Progress bars are not supported in . . . . . . . .,Internet Explorer 10,Internet Explorer 9,Opera,Chrome,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
Web Technologies & Internet / PHP,advance html,"For single locations on a map, we use the overlay for . . . . . . . .",Marker,Polygon,Polyline,Circle,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
Web Technologies & Internet / PHP,advance html,Which property specifies the folder name where CSS style sheets should be saved?,relative_assets,sass_dir,css_dir,javascript_dir,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
Web Technologies & Internet / PHP,advance html,Which of the following is not the directory in Mac OS X for plug-ins?,/Library/Internet,~/Library/Internet,Profile directory,MOZ_PLUGIN_PATH,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=6,
Web Technologies & Internet / PHP,advance html,Which of the following fades the model in and out?,.modal-content,.moal-lg,.fade,.modal-sm,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,Which element is used for bringing attention?,<cite>,<br>,<b>,<code>,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,Which of the following adds plain text next to form label?,.form-control-static,.form-group,.form-inline,.form-control,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,Adjacent sibling selector is defined with the notation . . . . . . . .,#,$,%,+,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,Bootstrap does not use . . . . . . . .,HTML,jQuery,PHP,CSS,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,Which element denotes that the text is a short fragment of computer code?,<code>,<data>,<cite>,<dfn>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,Which of the following centers tabs/pills?,.nav-justified,.nav nav-pills,.nav-stacked,.nav.navbar-nav,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,getCurrentPosition does not take the argument?,successCallback,options,errorCallback,Timeout,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,What is the prefix of all the browser-specific functions?,NPP,UPP,NPN,GPN,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,For inserting plain text we use . . . . . . . .,.form-control-static,.input-group,.input-group-addon,.input-group-btn,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=7,
Web Technologies & Internet / PHP,advance html,Which element defines parameters for <object> element?,<noembed>,<param>,<source>,<embed>,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,Which is a container for slide items?,.carousel-control,.caousel-indicators,.carousel-inner,.carousel-caption,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,For style foundation Bootstrap uses . . . . . . . .,LESS,Sass,Resizer,Stylus,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,For background sound obsolete element was . . . . . . . .,<bgsound>,<audio>,<blink>,<acronym>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,Which method is used to display a message on the status line?,NPN_MemFree,NPN_HandleWindow,NPN_Status,NPN_GetValue,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,Which of the following specifies relationship between current document and external resource?,<meta>,<style>,<link>,<title>,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,How many classes does bootstrap grid system has?,3,2,1,4,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,Which of the following is keyboard input element?,<mark>,<kbd>,<dfn>,<em>,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,HTML object tag to embed multimedia will not embed in . . . . . . . .,audio,video,Java applets,images,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,MapTypeControlOptions field may not contain . . . . . . . .,google.maps.MapTypeControlStyle.HORIZONTAL_BAR,google.maps.MapTypeControlStyle.DEFAULT,google.maps.MapTypeControlStyle.DROPDOWN_MENU,google.maps.MapTypeControlStyle.LARGE,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=8,
Web Technologies & Internet / PHP,advance html,Which element is not a obsolete?,<dir>,<command>,<center>,<caption>,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,Which element prevents the text from automatically wrapping across multiple lines?,<em>,<kbd>,<mark>,<nobr>,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,Which of the following is not a transmission mode that plug-in can select?,File mode,Random-access mode,Normal mode,Complex mode,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,What adds slides to carousel?,.carousel,.carousel-inner,.item,.carousel-indicators,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,Which element is known as HTML Example Element?,<spacer>,<strike>,<xmp>,<shadow>,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,Which of the following is a generic inline container for phrasing content?,<strong>,<sub>,<span>,<sup>,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,Which of the following makes a button group appear vertically?,.btn-group-vertical,.btn-group-xs,.btn-group-sm,.btn-info,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,Which method is used for sending data to URL from memory buffer?,NPN_PostURL,NPN_GetURLNotify,NPN_GetURL,NPN_PostURLNotify,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,Which of the following groups button together on a single line?,.btn-group-lg,.btn-group-justified,.btn-default,.btn-group,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,Footer element can't contain . . . . . . . . information.,contact information,copyright information,the author of the document,blog post,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=9,
Web Technologies & Internet / PHP,advance html,Which element is used as a container for a directory of files?,<dir>,<font>,<content>,<command>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
Web Technologies & Internet / PHP,advance html,Which of the following will show popup-box?,.well,.visible-*,.thumbnail,.tooltip,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
Web Technologies & Internet / PHP,advance html,What is the range of dimension for small devices?,450px to 700px,768px to 991px,992px to 1199px,120px to 500px,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
Web Technologies & Internet / PHP,advance html,How many kinds of map does Geo support?,1,2,3,4,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
Web Technologies & Internet / PHP,advance html,Which of the following element is known as ruby fallback parenthesis?,<rt>,<rp>,<rtc>,<q>,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
Web Technologies & Internet / PHP,advance html,Which of the following is not included in the framework?,font sizes,css reset,button styles,forms,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
Web Technologies & Internet / PHP,advance html,What changes button text to the original text?,".button(""loading"")",".button(""string"")",".button(""reset"")",".button(""toggle"")",C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
Web Technologies & Internet / PHP,advance html,Which element is known as Disclosure Summary element?,<dialog>,<summary>,<menu>,<menuitem>,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
Web Technologies & Internet / PHP,advance html,Which element represents a dialog box?,<dialog>,<menuitem>,<menu>,<summary>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
Web Technologies & Internet / PHP,advance html,Which of the following method is not associated to handling the memory . . . . . . . .,NPN_MemFlush,NPN_MemAlloc,NPN_MemFree,NPP_HandleEvent,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-advance-html/?page=10,
